Date,pharm_classes,Actual_Rx
2023-07-21,"Increased Diuresis, Thiazide Diuretic, Thiazides",16
2023-07-21,"Insulin Analog, Insulin",16
2023-07-21,"Macrolide Antimicrobial, Macrolides",5
2023-07-21,"Penicillin-class Antibacterial, Penicillins",21
2023-07-21,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-07-21,"Thyroxine, l-Thyroxine",12
2023-07-22,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",19
2023-07-22,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",19
2023-07-22,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",12
2023-07-22,"Biguanide, Biguanides",10
2023-07-22,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-07-22,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",14
2023-07-22,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-07-22,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-07-22,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-07-22,"Increased Diuresis, Thiazide Diuretic, Thiazides",10
2023-07-22,"Insulin Analog, Insulin",10
2023-07-22,"Macrolide Antimicrobial, Macrolides",11
2023-07-22,"Penicillin-class Antibacterial, Penicillins",17
2023-07-22,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-07-22,"Thyroxine, l-Thyroxine",12
2023-07-23,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",10
2023-07-23,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-07-23,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-07-23,"Biguanide, Biguanides",14
2023-07-23,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",7
2023-07-23,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-07-23,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2023-07-23,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",1
2023-07-23,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2023-07-23,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-07-23,"Insulin Analog, Insulin",7
2023-07-23,"Macrolide Antimicrobial, Macrolides",6
2023-07-23,"Penicillin-class Antibacterial, Penicillins",17
2023-07-23,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-07-23,"Thyroxine, l-Thyroxine",11
2023-07-24,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",19
2023-07-24,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-07-24,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-07-24,"Biguanide, Biguanides",7
2023-07-24,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",5
2023-07-24,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",12
2023-07-24,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-07-24,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-07-24,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-07-24,"Increased Diuresis, Thiazide Diuretic, Thiazides",18
2023-07-24,"Insulin Analog, Insulin",8
2023-07-24,"Macrolide Antimicrobial, Macrolides",6
2023-07-24,"Penicillin-class Antibacterial, Penicillins",14
2023-07-24,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-07-24,"Thyroxine, l-Thyroxine",10
2023-07-25,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-07-25,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",15
2023-07-25,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-07-25,"Biguanide, Biguanides",17
2023-07-25,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-07-25,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",4
2023-07-25,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",6
2023-07-25,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-07-25,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-07-25,"Increased Diuresis, Thiazide Diuretic, Thiazides",19
2023-07-25,"Insulin Analog, Insulin",10
2023-07-25,"Macrolide Antimicrobial, Macrolides",8
2023-07-25,"Penicillin-class Antibacterial, Penicillins",20
2023-07-25,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-07-25,"Thyroxine, l-Thyroxine",13
2023-07-26,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2023-07-26,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-07-26,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-07-26,"Biguanide, Biguanides",16
2023-07-26,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-07-26,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",12
2023-07-26,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2023-07-26,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-07-26,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-07-26,"Increased Diuresis, Thiazide Diuretic, Thiazides",13
2023-07-26,"Insulin Analog, Insulin",14
2023-07-26,"Macrolide Antimicrobial, Macrolides",6
2023-07-26,"Penicillin-class Antibacterial, Penicillins",14
2023-07-26,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-07-26,"Thyroxine, l-Thyroxine",6
2023-07-27,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",22
2023-07-27,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-07-27,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-07-27,"Biguanide, Biguanides",14
2023-07-27,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-07-27,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",15
2023-07-27,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-07-27,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-07-27,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2023-07-27,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-07-27,"Insulin Analog, Insulin",6
2023-07-27,"Macrolide Antimicrobial, Macrolides",9
2023-07-27,"Penicillin-class Antibacterial, Penicillins",20
2023-07-27,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-07-27,"Thyroxine, l-Thyroxine",13
2023-07-28,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",14
2023-07-28,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2023-07-28,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-07-28,"Biguanide, Biguanides",13
2023-07-28,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2023-07-28,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",12
2023-07-28,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-07-28,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-07-28,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-07-28,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2023-07-28,"Insulin Analog, Insulin",9
2023-07-28,"Macrolide Antimicrobial, Macrolides",5
2023-07-28,"Penicillin-class Antibacterial, Penicillins",18
2023-07-28,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-07-28,"Thyroxine, l-Thyroxine",7
2023-07-29,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",22
2023-07-29,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",14
2023-07-29,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",11
2023-07-29,"Biguanide, Biguanides",11
2023-07-29,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-07-29,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-07-29,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-07-29,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-07-29,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2023-07-29,"Increased Diuresis, Thiazide Diuretic, Thiazides",19
2023-07-29,"Insulin Analog, Insulin",13
2023-07-29,"Macrolide Antimicrobial, Macrolides",9
2023-07-29,"Penicillin-class Antibacterial, Penicillins",24
2023-07-29,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-07-29,"Thyroxine, l-Thyroxine",8
2023-07-30,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2023-07-30,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",17
2023-07-30,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",12
2023-07-30,"Biguanide, Biguanides",10
2023-07-30,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-07-30,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-07-30,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-07-30,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-07-30,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2023-07-30,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2023-07-30,"Insulin Analog, Insulin",13
2023-07-30,"Macrolide Antimicrobial, Macrolides",8
2023-07-30,"Penicillin-class Antibacterial, Penicillins",22
2023-07-30,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-07-30,"Thyroxine, l-Thyroxine",7
2023-07-31,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",20
2023-07-31,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-07-31,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",4
2023-07-31,"Biguanide, Biguanides",11
2023-07-31,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",9
2023-07-31,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-07-31,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-07-31,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-07-31,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-07-31,"Increased Diuresis, Thiazide Diuretic, Thiazides",20
2023-07-31,"Insulin Analog, Insulin",10
2023-07-31,"Macrolide Antimicrobial, Macrolides",7
2023-07-31,"Penicillin-class Antibacterial, Penicillins",19
2023-07-31,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-07-31,"Thyroxine, l-Thyroxine",9
2023-08-01,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",10
2023-08-01,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-08-01,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",12
2023-08-01,"Biguanide, Biguanides",13
2023-08-01,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",6
2023-08-01,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",5
2023-08-01,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",13
2023-08-01,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",2
2023-08-01,"Increased Diuresis at Loop of Henle, Loop Diuretic",9
2023-08-01,"Increased Diuresis, Thiazide Diuretic, Thiazides",19
2023-08-01,"Insulin Analog, Insulin",10
2023-08-01,"Macrolide Antimicrobial, Macrolides",7
2023-08-01,"Penicillin-class Antibacterial, Penicillins",17
2023-08-01,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-01,"Thyroxine, l-Thyroxine",13
2023-08-02,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",10
2023-08-02,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",15
2023-08-02,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-08-02,"Biguanide, Biguanides",11
2023-08-02,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",15
2023-08-02,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-08-02,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",5
2023-08-02,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-02,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-08-02,"Increased Diuresis, Thiazide Diuretic, Thiazides",18
2023-08-02,"Insulin Analog, Insulin",10
2023-08-02,"Macrolide Antimicrobial, Macrolides",7
2023-08-02,"Penicillin-class Antibacterial, Penicillins",23
2023-08-02,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-02,"Thyroxine, l-Thyroxine",14
2023-08-03,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",17
2023-08-03,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",15
2023-08-03,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",3
2023-08-03,"Biguanide, Biguanides",17
2023-08-03,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-08-03,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",5
2023-08-03,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",14
2023-08-03,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-03,"Increased Diuresis at Loop of Henle, Loop Diuretic",11
2023-08-03,"Increased Diuresis, Thiazide Diuretic, Thiazides",19
2023-08-03,"Insulin Analog, Insulin",8
2023-08-03,"Macrolide Antimicrobial, Macrolides",3
2023-08-03,"Penicillin-class Antibacterial, Penicillins",24
2023-08-03,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",3
2023-08-03,"Thyroxine, l-Thyroxine",10
2023-08-04,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2023-08-04,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",14
2023-08-04,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",12
2023-08-04,"Biguanide, Biguanides",18
2023-08-04,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",6
2023-08-04,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-08-04,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-08-04,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-04,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2023-08-04,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-08-04,"Insulin Analog, Insulin",11
2023-08-04,"Macrolide Antimicrobial, Macrolides",6
2023-08-04,"Penicillin-class Antibacterial, Penicillins",21
2023-08-04,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-04,"Thyroxine, l-Thyroxine",6
2023-08-05,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2023-08-05,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2023-08-05,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2023-08-05,"Biguanide, Biguanides",15
2023-08-05,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-08-05,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-08-05,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",4
2023-08-05,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",12
2023-08-05,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2023-08-05,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2023-08-05,"Insulin Analog, Insulin",17
2023-08-05,"Macrolide Antimicrobial, Macrolides",9
2023-08-05,"Penicillin-class Antibacterial, Penicillins",15
2023-08-05,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-08-05,"Thyroxine, l-Thyroxine",12
2023-08-06,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2023-08-06,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2023-08-06,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2023-08-06,"Biguanide, Biguanides",13
2023-08-06,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2023-08-06,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-08-06,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-08-06,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-08-06,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-08-06,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-08-06,"Insulin Analog, Insulin",14
2023-08-06,"Macrolide Antimicrobial, Macrolides",3
2023-08-06,"Penicillin-class Antibacterial, Penicillins",19
2023-08-06,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-06,"Thyroxine, l-Thyroxine",11
2023-08-07,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",20
2023-08-07,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",17
2023-08-07,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",11
2023-08-07,"Biguanide, Biguanides",23
2023-08-07,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-08-07,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-08-07,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",5
2023-08-07,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-08-07,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-08-07,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-08-07,"Insulin Analog, Insulin",8
2023-08-07,"Macrolide Antimicrobial, Macrolides",8
2023-08-07,"Penicillin-class Antibacterial, Penicillins",22
2023-08-07,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-08-07,"Thyroxine, l-Thyroxine",14
2023-08-08,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",20
2023-08-08,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",16
2023-08-08,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-08-08,"Biguanide, Biguanides",12
2023-08-08,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-08-08,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-08-08,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2023-08-08,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-08,"Increased Diuresis at Loop of Henle, Loop Diuretic",12
2023-08-08,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-08-08,"Insulin Analog, Insulin",9
2023-08-08,"Macrolide Antimicrobial, Macrolides",4
2023-08-08,"Penicillin-class Antibacterial, Penicillins",24
2023-08-08,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-08,"Thyroxine, l-Thyroxine",9
2023-08-09,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2023-08-09,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-08-09,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",16
2023-08-09,"Biguanide, Biguanides",7
2023-08-09,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",16
2023-08-09,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-08-09,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-08-09,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-08-09,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2023-08-09,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-08-09,"Insulin Analog, Insulin",12
2023-08-09,"Macrolide Antimicrobial, Macrolides",7
2023-08-09,"Penicillin-class Antibacterial, Penicillins",15
2023-08-09,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-09,"Thyroxine, l-Thyroxine",12
2023-08-10,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-08-10,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-08-10,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-08-10,"Biguanide, Biguanides",12
2023-08-10,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",17
2023-08-10,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-08-10,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-08-10,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",1
2023-08-10,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-08-10,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-08-10,"Insulin Analog, Insulin",8
2023-08-10,"Macrolide Antimicrobial, Macrolides",12
2023-08-10,"Penicillin-class Antibacterial, Penicillins",20
2023-08-10,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-08-10,"Thyroxine, l-Thyroxine",10
2023-08-11,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-08-11,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2023-08-11,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-08-11,"Biguanide, Biguanides",14
2023-08-11,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-08-11,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",15
2023-08-11,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-08-11,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-11,"Increased Diuresis at Loop of Henle, Loop Diuretic",3
2023-08-11,"Increased Diuresis, Thiazide Diuretic, Thiazides",16
2023-08-11,"Insulin Analog, Insulin",17
2023-08-11,"Macrolide Antimicrobial, Macrolides",9
2023-08-11,"Penicillin-class Antibacterial, Penicillins",21
2023-08-11,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-11,"Thyroxine, l-Thyroxine",12
2023-08-12,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",25
2023-08-12,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-08-12,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-08-12,"Biguanide, Biguanides",12
2023-08-12,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",15
2023-08-12,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-08-12,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",5
2023-08-12,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-08-12,"Increased Diuresis at Loop of Henle, Loop Diuretic",2
2023-08-12,"Increased Diuresis, Thiazide Diuretic, Thiazides",18
2023-08-12,"Insulin Analog, Insulin",10
2023-08-12,"Macrolide Antimicrobial, Macrolides",1
2023-08-12,"Penicillin-class Antibacterial, Penicillins",15
2023-08-12,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-08-12,"Thyroxine, l-Thyroxine",7
2023-08-13,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2023-08-13,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-08-13,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-08-13,"Biguanide, Biguanides",14
2023-08-13,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",7
