PharmacistID,Shift,HoursWorked,Wage,WeekStartDate
RPH004,AM,21.01,55.32,2023-05-15
RPH004,PM,20.17,55.32,2023-05-15
RPH005,AM,16.23,67.41,2023-05-15
RPH005,PM,13.72,67.41,2023-05-15
RPH006,AM,18.07,47.37,2023-05-15
RPH006,PM,18.82,47.37,2023-05-15
RPH007,AM,19.84,69.78,2023-05-15
RPH007,PM,18.75,69.78,2023-05-15
RPH008,AM,19.73,58.37,2023-05-15
RPH008,PM,16.28,58.37,2023-05-15
RPH009,AM,19.11,72.85,2023-05-15
RPH009,PM,17.85,72.85,2023-05-15
RPH010,AM,17.85,69.97,2023-05-15
RPH010,PM,15.94,69.97,2023-05-15
RPH011,AM,17.94,59.87,2023-05-15
RPH011,PM,15.18,59.87,2023-05-15
RPH012,AM,22.05,60.55,2023-05-15
RPH012,PM,17.69,60.55,2023-05-15
RPH013,AM,18.34,72.36,2023-05-15
RPH013,PM,16.98,72.36,2023-05-15
RPH014,AM,22.79,70.28,2023-05-15
RPH014,PM,20.08,70.28,2023-05-15
RPH015,AM,24.69,68.32,2023-05-15
RPH015,PM,20.9,68.32,2023-05-15
RPH001,AM,23.89,60.71,2023-05-22
RPH001,PM,20.83,60.71,2023-05-22
RPH002,AM,26.85,62.5,2023-05-22
RPH002,PM,23.42,62.5,2023-05-22
RPH003,AM,25.38,52.84,2023-05-22
RPH003,PM,24.18,52.84,2023-05-22
RPH004,AM,20.37,55.32,2023-05-22
RPH004,PM,20.13,55.32,2023-05-22
RPH005,AM,18.87,67.41,2023-05-22
RPH005,PM,19.2,67.41,2023-05-22
RPH006,AM,15.4,47.37,2023-05-22
RPH006,PM,20.08,47.37,2023-05-22
RPH007,AM,22.51,69.78,2023-05-22
RPH007,PM,23.15,69.78,2023-05-22
RPH008,AM,22.1,58.37,2023-05-22
RPH008,PM,22.56,58.37,2023-05-22
RPH009,AM,21.08,72.85,2023-05-22
RPH009,PM,21.93,72.85,2023-05-22
RPH010,AM,21.08,69.97,2023-05-22
RPH010,PM,19.92,69.97,2023-05-22
RPH011,AM,24.34,59.87,2023-05-22
RPH011,PM,21.62,59.87,2023-05-22
RPH012,AM,24.73,60.55,2023-05-22
RPH012,PM,24.49,60.55,2023-05-22
RPH013,AM,20.33,72.36,2023-05-22
RPH013,PM,19.84,72.36,2023-05-22
RPH014,AM,16.94,70.28,2023-05-22
RPH014,PM,17.85,70.28,2023-05-22
RPH015,AM,21.94,68.32,2023-05-22
RPH015,PM,20.39,68.32,2023-05-22
RPH001,AM,20.79,60.71,2023-05-29
RPH001,PM,18.41,60.71,2023-05-29
RPH002,AM,18.85,62.5,2023-05-29
RPH002,PM,15.88,62.5,2023-05-29
RPH003,AM,18.88,52.84,2023-05-29
RPH003,PM,18.84,52.84,2023-05-29
RPH004,AM,19.44,55.32,2023-05-29
RPH004,PM,17.35,55.32,2023-05-29
RPH005,AM,17.17,67.41,2023-05-29
RPH005,PM,15.33,67.41,2023-05-29
RPH006,AM,17.84,47.37,2023-05-29
RPH006,PM,16.9,47.37,2023-05-29
RPH007,AM,16.92,69.78,2023-05-29
RPH007,PM,16.09,69.78,2023-05-29
RPH008,AM,17.7,58.37,2023-05-29
RPH008,PM,21.88,58.37,2023-05-29
RPH009,AM,21.87,72.85,2023-05-29
RPH009,PM,17.07,72.85,2023-05-29
RPH010,AM,14.87,69.97,2023-05-29
RPH010,PM,14.66,69.97,2023-05-29
RPH011,AM,19.29,59.87,2023-05-29
RPH011,PM,16.4,59.87,2023-05-29
RPH012,AM,17.68,60.55,2023-05-29
RPH012,PM,16.93,60.55,2023-05-29
RPH013,AM,19.36,72.36,2023-05-29
RPH013,PM,19.25,72.36,2023-05-29
RPH014,AM,23.39,70.28,2023-05-29
RPH014,PM,21.79,70.28,2023-05-29
RPH015,AM,16.76,68.32,2023-05-29
RPH015,PM,15.64,68.32,2023-05-29
RPH001,AM,12.99,60.71,2023-06-05
RPH001,PM,14.4,60.71,2023-06-05
RPH002,AM,12.91,62.5,2023-06-05
RPH002,PM,9.82,62.5,2023-06-05
RPH003,AM,15.61,52.84,2023-06-05
RPH003,PM,13.1,52.84,2023-06-05
RPH004,AM,12.27,55.32,2023-06-05
RPH004,PM,10.13,55.32,2023-06-05
RPH005,AM,8.0,67.41,2023-06-05
RPH005,PM,9.9,67.41,2023-06-05
RPH006,AM,14.36,47.37,2023-06-05
RPH006,PM,10.15,47.37,2023-06-05
RPH007,AM,15.17,69.78,2023-06-05
RPH007,PM,11.86,69.78,2023-06-05
RPH008,AM,16.42,58.37,2023-06-05
RPH008,PM,12.57,58.37,2023-06-05
RPH009,AM,12.44,72.85,2023-06-05
RPH009,PM,12.79,72.85,2023-06-05
RPH010,AM,9.72,69.97,2023-06-05
RPH010,PM,10.2,69.97,2023-06-05
RPH011,AM,10.48,59.87,2023-06-05
RPH011,PM,10.44,59.87,2023-06-05
RPH012,AM,12.2,60.55,2023-06-05
RPH012,PM,12.25,60.55,2023-06-05
RPH013,AM,16.55,72.36,2023-06-05
RPH013,PM,12.16,72.36,2023-06-05
RPH014,AM,12.45,70.28,2023-06-05
RPH014,PM,11.02,70.28,2023-06-05
RPH015,AM,12.34,68.32,2023-06-05
RPH015,PM,11.97,68.32,2023-06-05
RPH001,AM,20.73,60.71,2023-06-12
RPH001,PM,19.83,60.71,2023-06-12
RPH002,AM,15.36,62.5,2023-06-12
RPH002,PM,15.43,62.5,2023-06-12
RPH003,AM,18.99,52.84,2023-06-12
RPH003,PM,19.12,52.84,2023-06-12
RPH004,AM,13.54,55.32,2023-06-12
RPH004,PM,13.68,55.32,2023-06-12
RPH005,AM,18.0,67.41,2023-06-12
RPH005,PM,15.99,67.41,2023-06-12
RPH006,AM,19.08,47.37,2023-06-12
RPH006,PM,21.38,47.37,2023-06-12
RPH007,AM,15.53,69.78,2023-06-12
RPH007,PM,14.31,69.78,2023-06-12
RPH008,AM,13.08,58.37,2023-06-12
RPH008,PM,13.02,58.37,2023-06-12
RPH009,AM,20.36,72.85,2023-06-12
RPH009,PM,19.47,72.85,2023-06-12
RPH010,AM,22.68,69.97,2023-06-12
RPH010,PM,19.31,69.97,2023-06-12
RPH011,AM,18.88,59.87,2023-06-12
RPH011,PM,18.7,59.87,2023-06-12
RPH012,AM,14.87,60.55,2023-06-12
RPH012,PM,16.13,60.55,2023-06-12
RPH013,AM,11.57,72.36,2023-06-12
RPH013,PM,12.95,72.36,2023-06-12
RPH014,AM,19.7,70.28,2023-06-12
RPH014,PM,15.68,70.28,2023-06-12
RPH015,AM,20.78,68.32,2023-06-12
RPH015,PM,18.42,68.32,2023-06-12
RPH001,AM,15.48,60.71,2023-06-19
RPH001,PM,12.53,60.71,2023-06-19
RPH002,AM,16.0,62.5,2023-06-19
RPH002,PM,17.55,62.5,2023-06-19
RPH003,AM,14.48,52.84,2023-06-19
RPH003,PM,12.25,52.84,2023-06-19
RPH004,AM,12.62,55.32,2023-06-19
RPH004,PM,8.46,55.32,2023-06-19
RPH005,AM,13.75,67.41,2023-06-19
RPH005,PM,12.07,67.41,2023-06-19
RPH006,AM,14.96,47.37,2023-06-19
RPH006,PM,12.44,47.37,2023-06-19
RPH007,AM,10.99,69.78,2023-06-19
RPH007,PM,8.0,69.78,2023-06-19
RPH008,AM,14.46,58.37,2023-06-19
RPH008,PM,15.03,58.37,2023-06-19
RPH009,AM,15.3,72.85,2023-06-19
RPH009,PM,14.95,72.85,2023-06-19
RPH010,AM,10.63,69.97,2023-06-19
RPH010,PM,9.95,69.97,2023-06-19
RPH011,AM,15.22,59.87,2023-06-19
RPH011,PM,13.76,59.87,2023-06-19
RPH012,AM,14.49,60.55,2023-06-19
RPH012,PM,15.38,60.55,2023-06-19
RPH013,AM,11.76,72.36,2023-06-19
RPH013,PM,12.5,72.36,2023-06-19
RPH014,AM,13.16,70.28,2023-06-19
RPH014,PM,10.7,70.28,2023-06-19
RPH015,AM,16.95,68.32,2023-06-19
RPH015,PM,12.87,68.32,2023-06-19
RPH001,AM,23.65,60.71,2023-06-26
RPH001,PM,19.14,60.71,2023-06-26
RPH002,AM,19.4,62.5,2023-06-26
RPH002,PM,21.0,62.5,2023-06-26
RPH003,AM,31.28,52.84,2023-06-26
RPH003,PM,27.71,52.84,2023-06-26
RPH004,AM,21.42,55.32,2023-06-26
RPH004,PM,19.39,55.32,2023-06-26
RPH005,AM,20.36,67.41,2023-06-26
RPH005,PM,17.75,67.41,2023-06-26
RPH006,AM,25.79,47.37,2023-06-26
RPH006,PM,22.22,47.37,2023-06-26
RPH007,AM,25.39,69.78,2023-06-26
RPH007,PM,22.41,69.78,2023-06-26
RPH008,AM,18.11,58.37,2023-06-26
RPH008,PM,20.95,58.37,2023-06-26
RPH009,AM,24.32,72.85,2023-06-26
RPH009,PM,22.76,72.85,2023-06-26
RPH010,AM,21.61,69.97,2023-06-26
RPH010,PM,19.54,69.97,2023-06-26
RPH011,AM,20.96,59.87,2023-06-26
RPH011,PM,17.91,59.87,2023-06-26
RPH012,AM,20.96,60.55,2023-06-26
RPH012,PM,23.09,60.55,2023-06-26
RPH013,AM,24.03,72.36,2023-06-26
RPH013,PM,21.08,72.36,2023-06-26
RPH014,AM,24.75,70.28,2023-06-26
RPH014,PM,26.0,70.28,2023-06-26
RPH015,AM,26.53,68.32,2023-06-26
RPH015,PM,24.73,68.32,2023-06-26
RPH001,AM,19.79,60.71,2023-07-03
RPH001,PM,19.59,60.71,2023-07-03
RPH002,AM,19.5,62.5,2023-07-03
RPH002,PM,17.76,62.5,2023-07-03
RPH003,AM,15.57,52.84,2023-07-03
RPH003,PM,13.06,52.84,2023-07-03
RPH004,AM,17.61,55.32,2023-07-03
RPH004,PM,17.04,55.32,2023-07-03
RPH005,AM,13.42,67.41,2023-07-03
RPH005,PM,12.26,67.41,2023-07-03
RPH006,AM,18.73,47.37,2023-07-03
RPH006,PM,16.27,47.37,2023-07-03
RPH007,AM,19.36,69.78,2023-07-03
RPH007,PM,16.93,69.78,2023-07-03
RPH008,AM,14.03,58.37,2023-07-03
RPH008,PM,12.09,58.37,2023-07-03
RPH009,AM,17.92,72.85,2023-07-03
RPH009,PM,15.35,72.85,2023-07-03
RPH010,AM,21.31,69.97,2023-07-03
RPH010,PM,19.8,69.97,2023-07-03
RPH011,AM,17.72,59.87,2023-07-03
RPH011,PM,16.62,59.87,2023-07-03
RPH012,AM,14.01,60.55,2023-07-03
RPH012,PM,13.3,60.55,2023-07-03
RPH013,AM,19.65,72.36,2023-07-03
RPH013,PM,16.94,72.36,2023-07-03
RPH014,AM,16.24,70.28,2023-07-03
RPH014,PM,14.42,70.28,2023-07-03
RPH015,AM,21.18,68.32,2023-07-03
RPH015,PM,15.83,68.32,2023-07-03
RPH001,AM,16.11,60.71,2023-07-10
RPH001,PM,11.21,60.71,2023-07-10
RPH002,AM,12.54,62.5,2023-07-10
RPH002,PM,11.65,62.5,2023-07-10
RPH003,AM,12.96,52.84,2023-07-10
RPH003,PM,10.2,52.84,2023-07-10
RPH004,AM,13.38,55.32,2023-07-10
RPH004,PM,11.43,55.32,2023-07-10
RPH005,AM,12.69,67.41,2023-07-10
RPH005,PM,10.05,67.41,2023-07-10
RPH006,AM,11.23,47.37,2023-07-10
RPH006,PM,9.56,47.37,2023-07-10
RPH007,AM,9.74,69.78,2023-07-10
RPH007,PM,10.84,69.78,2023-07-10
RPH008,AM,12.3,58.37,2023-07-10
RPH008,PM,9.97,58.37,2023-07-10
RPH009,AM,14.33,72.85,2023-07-10
RPH009,PM,10.49,72.85,2023-07-10
RPH010,AM,13.03,69.97,2023-07-10
RPH010,PM,11.43,69.97,2023-07-10
RPH011,AM,16.36,59.87,2023-07-10
RPH011,PM,13.67,59.87,2023-07-10
RPH012,AM,9.23,60.55,2023-07-10
RPH012,PM,12.0,60.55,2023-07-10
RPH013,AM,11.52,72.36,2023-07-10
RPH013,PM,11.36,72.36,2023-07-10
RPH014,AM,10.98,70.28,2023-07-10
RPH014,PM,8.0,70.28,2023-07-10
RPH015,AM,8.5,68.32,2023-07-10
RPH015,PM,8.46,68.32,2023-07-10
RPH001,AM,28.82,60.71,2023-07-17
RPH001,PM,24.54,60.71,2023-07-17
RPH002,AM,18.55,62.5,2023-07-17
RPH002,PM,17.1,62.5,2023-07-17
RPH003,AM,26.93,52.84,2023-07-17
RPH003,PM,20.96,52.84,2023-07-17
RPH004,AM,18.78,55.32,2023-07-17
RPH004,PM,16.44,55.32,2023-07-17
RPH005,AM,25.27,67.41,2023-07-17
RPH005,PM,26.1,67.41,2023-07-17
RPH006,AM,21.57,47.37,2023-07-17
RPH006,PM,21.02,47.37,2023-07-17
RPH007,AM,25.5,69.78,2023-07-17
RPH007,PM,24.79,69.78,2023-07-17
RPH008,AM,19.42,58.37,2023-07-17
RPH008,PM,14.93,58.37,2023-07-17
RPH009,AM,22.67,72.85,2023-07-17
RPH009,PM,21.79,72.85,2023-07-17
RPH010,AM,27.47,69.97,2023-07-17
RPH010,PM,25.07,69.97,2023-07-17
RPH011,AM,18.57,59.87,2023-07-17
RPH011,PM,19.23,59.87,2023-07-17
RPH012,AM,29.21,60.55,2023-07-17
RPH012,PM,22.09,60.55,2023-07-17
RPH013,AM,27.19,72.36,2023-07-17
RPH013,PM,22.73,72.36,2023-07-17
RPH014,AM,22.71,70.28,2023-07-17
RPH014,PM,21.29,70.28,2023-07-17
RPH015,AM,20.9,68.32,2023-07-17
RPH015,PM,20.62,68.32,2023-07-17
RPH001,AM,24.95,60.71,2023-07-24
RPH001,PM,20.55,60.71,2023-07-24
RPH002,AM,21.22,62.5,2023-07-24
RPH002,PM,18.9,62.5,2023-07-24
RPH003,AM,23.19,52.84,2023-07-24
RPH003,PM,23.6,52.84,2023-07-24
RPH004,AM,16.39,55.32,2023-07-24
RPH004,PM,12.41,55.32,2023-07-24
RPH005,AM,22.62,67.41,2023-07-24
RPH005,PM,14.94,67.41,2023-07-24
RPH006,AM,17.17,47.37,2023-07-24
RPH006,PM,19.1,47.37,2023-07-24
RPH007,AM,25.29,69.78,2023-07-24
RPH007,PM,23.96,69.78,2023-07-24
RPH008,AM,19.66,58.37,2023-07-24
RPH008,PM,17.54,58.37,2023-07-24
RPH009,AM,21.6,72.85,2023-07-24
RPH009,PM,20.04,72.85,2023-07-24
RPH010,AM,20.11,69.97,2023-07-24
RPH010,PM,20.34,69.97,2023-07-24
RPH011,AM,21.04,59.87,2023-07-24
RPH011,PM,21.1,59.87,2023-07-24
RPH012,AM,19.5,60.55,2023-07-24
RPH012,PM,15.32,60.55,2023-07-24
RPH013,AM,23.88,72.36,2023-07-24
RPH013,PM,20.11,72.36,2023-07-24
RPH014,AM,21.82,70.28,2023-07-24
RPH014,PM,19.71,70.28,2023-07-24
RPH015,AM,23.34,68.32,2023-07-24
RPH015,PM,21.7,68.32,2023-07-24
RPH001,AM,27.19,60.71,2023-07-31
RPH001,PM,23.0,60.71,2023-07-31
RPH002,AM,20.51,62.5,2023-07-31
RPH002,PM,19.46,62.5,2023-07-31
RPH003,AM,23.95,52.84,2023-07-31
RPH003,PM,23.99,52.84,2023-07-31
RPH004,AM,22.02,55.32,2023-07-31
RPH004,PM,22.34,55.32,2023-07-31
RPH005,AM,26.99,67.41,2023-07-31
RPH005,PM,23.58,67.41,2023-07-31
RPH006,AM,24.15,47.37,2023-07-31
RPH006,PM,20.27,47.37,2023-07-31
RPH007,AM,21.86,69.78,2023-07-31
RPH007,PM,17.27,69.78,2023-07-31
RPH008,AM,20.84,58.37,2023-07-31
RPH008,PM,19.39,58.37,2023-07-31
RPH009,AM,21.79,72.85,2023-07-31
RPH009,PM,21.28,72.85,2023-07-31
RPH010,AM,25.93,69.97,2023-07-31
RPH010,PM,26.49,69.97,2023-07-31
RPH011,AM,18.74,59.87,2023-07-31
RPH011,PM,20.29,59.87,2023-07-31
RPH012,AM,24.28,60.55,2023-07-31
RPH012,PM,22.53,60.55,2023-07-31
RPH013,AM,17.32,72.36,2023-07-31
RPH013,PM,17.96,72.36,2023-07-31
RPH014,AM,18.59,70.28,2023-07-31
RPH014,PM,19.49,70.28,2023-07-31
RPH015,AM,26.62,68.32,2023-07-31
RPH015,PM,24.25,68.32,2023-07-31
RPH001,AM,12.61,60.71,2023-08-07
RPH001,PM,11.39,60.71,2023-08-07
RPH002,AM,8.25,62.5,2023-08-07
RPH002,PM,8.47,62.5,2023-08-07
RPH003,AM,11.84,52.84,2023-08-07
RPH003,PM,10.21,52.84,2023-08-07
RPH004,AM,13.61,55.32,2023-08-07
RPH004,PM,14.91,55.32,2023-08-07
RPH005,AM,11.78,67.41,2023-08-07
RPH005,PM,8.86,67.41,2023-08-07
RPH006,AM,8.18,47.37,2023-08-07
RPH006,PM,10.84,47.37,2023-08-07
RPH007,AM,13.96,69.78,2023-08-07
RPH007,PM,16.97,69.78,2023-08-07
RPH008,AM,13.32,58.37,2023-08-07
RPH008,PM,14.24,58.37,2023-08-07
RPH009,AM,11.96,72.85,2023-08-07
RPH009,PM,11.33,72.85,2023-08-07
RPH010,AM,12.18,69.97,2023-08-07
RPH010,PM,11.07,69.97,2023-08-07
RPH011,AM,14.3,59.87,2023-08-07
RPH011,PM,10.37,59.87,2023-08-07
RPH012,AM,13.49,60.55,2023-08-07
RPH012,PM,15.4,60.55,2023-08-07
RPH013,AM,10.81,72.36,2023-08-07
RPH013,PM,9.52,72.36,2023-08-07
RPH014,AM,12.29,70.28,2023-08-07
RPH014,PM,13.37,70.28,2023-08-07
RPH015,AM,12.91,68.32,2023-08-07
RPH015,PM,12.45,68.32,2023-08-07
RPH001,AM,19.95,60.71,2023-08-14
RPH001,PM,20.63,60.71,2023-08-14
RPH002,AM,22.56,62.5,2023-08-14
RPH002,PM,24.48,62.5,2023-08-14
RPH003,AM,21.04,52.84,2023-08-14
RPH003,PM,20.3,52.84,2023-08-14
RPH004,AM,23.12,55.32,2023-08-14
RPH004,PM,19.07,55.32,2023-08-14
RPH005,AM,17.02,67.41,2023-08-14
RPH005,PM,15.81,67.41,2023-08-14
RPH006,AM,17.72,47.37,2023-08-14
RPH006,PM,16.87,47.37,2023-08-14
RPH007,AM,17.64,69.78,2023-08-14
RPH007,PM,19.23,69.78,2023-08-14
RPH008,AM,21.37,58.37,2023-08-14
RPH008,PM,18.12,58.37,2023-08-14
RPH009,AM,15.65,72.85,2023-08-14
RPH009,PM,14.61,72.85,2023-08-14
RPH010,AM,20.53,69.97,2023-08-14
RPH010,PM,20.02,69.97,2023-08-14
RPH011,AM,17.03,59.87,2023-08-14
RPH011,PM,14.31,59.87,2023-08-14
RPH012,AM,18.8,60.55,2023-08-14
RPH012,PM,16.0,60.55,2023-08-14
RPH013,AM,25.38,72.36,2023-08-14
RPH013,PM,22.86,72.36,2023-08-14
RPH014,AM,20.83,70.28,2023-08-14
RPH014,PM,18.78,70.28,2023-08-14
RPH015,AM,18.14,68.32,2023-08-14
RPH015,PM,16.17,68.32,2023-08-14
RPH001,AM,17.32,60.71,2023-08-21
RPH001,PM,19.16,60.71,2023-08-21
RPH002,AM,22.95,62.5,2023-08-21
RPH002,PM,23.64,62.5,2023-08-21
RPH003,AM,24.4,52.84,2023-08-21
RPH003,PM,20.11,52.84,2023-08-21
RPH004,AM,26.92,55.32,2023-08-21
RPH004,PM,21.12,55.32,2023-08-21
RPH005,AM,20.94,67.41,2023-08-21
RPH005,PM,19.82,67.41,2023-08-21
RPH006,AM,18.58,47.37,2023-08-21
RPH006,PM,19.48,47.37,2023-08-21
RPH007,AM,21.85,69.78,2023-08-21
RPH007,PM,20.94,69.78,2023-08-21
RPH008,AM,24.88,58.37,2023-08-21
RPH008,PM,24.15,58.37,2023-08-21
RPH009,AM,21.55,72.85,2023-08-21
RPH009,PM,18.56,72.85,2023-08-21
RPH010,AM,18.87,69.97,2023-08-21
RPH010,PM,20.36,69.97,2023-08-21
RPH011,AM,21.36,59.87,2023-08-21
RPH011,PM,15.82,59.87,2023-08-21
RPH012,AM,23.43,60.55,2023-08-21
RPH012,PM,23.0,60.55,2023-08-21
RPH013,AM,21.19,72.36,2023-08-21
RPH013,PM,21.44,72.36,2023-08-21
RPH014,AM,18.01,70.28,2023-08-21
RPH014,PM,16.07,70.28,2023-08-21
RPH015,AM,23.4,68.32,2023-08-21
RPH015,PM,21.05,68.32,2023-08-21
RPH001,AM,18.28,60.71,2023-08-28
RPH001,PM,18.19,60.71,2023-08-28
RPH002,AM,20.68,62.5,2023-08-28
RPH002,PM,19.36,62.5,2023-08-28
RPH003,AM,17.67,52.84,2023-08-28
RPH003,PM,18.38,52.84,2023-08-28
RPH004,AM,23.66,55.32,2023-08-28
RPH004,PM,22.33,55.32,2023-08-28
RPH005,AM,20.21,67.41,2023-08-28
RPH005,PM,16.44,67.41,2023-08-28
RPH006,AM,23.84,47.37,2023-08-28
RPH006,PM,22.5,47.37,2023-08-28
RPH007,AM,24.35,69.78,2023-08-28
RPH007,PM,18.44,69.78,2023-08-28
RPH008,AM,28.21,58.37,2023-08-28
RPH008,PM,27.25,58.37,2023-08-28
RPH009,AM,23.12,72.85,2023-08-28
RPH009,PM,21.28,72.85,2023-08-28
RPH010,AM,23.6,69.97,2023-08-28
RPH010,PM,26.06,69.97,2023-08-28
RPH011,AM,28.04,59.87,2023-08-28
RPH011,PM,29.16,59.87,2023-08-28
RPH012,AM,21.95,60.55,2023-08-28
RPH012,PM,20.05,60.55,2023-08-28
RPH013,AM,24.41,72.36,2023-08-28
RPH013,PM,24.9,72.36,2023-08-28
RPH014,AM,22.15,70.28,2023-08-28
RPH014,PM,21.73,70.28,2023-08-28
RPH015,AM,19.38,68.32,2023-08-28
RPH015,PM,18.35,68.32,2023-08-28
RPH001,AM,17.85,60.71,2023-09-04
RPH001,PM,15.89,60.71,2023-09-04
RPH002,AM,17.49,62.5,2023-09-04
RPH002,PM,18.77,62.5,2023-09-04
RPH003,AM,24.55,52.84,2023-09-04
RPH003,PM,23.74,52.84,2023-09-04
RPH004,AM,21.86,55.32,2023-09-04
RPH004,PM,24.98,55.32,2023-09-04
RPH005,AM,22.56,67.41,2023-09-04
RPH005,PM,22.04,67.41,2023-09-04
RPH006,AM,19.3,47.37,2023-09-04
RPH006,PM,18.4,47.37,2023-09-04
RPH007,AM,29.0,69.78,2023-09-04
RPH007,PM,25.85,69.78,2023-09-04
RPH008,AM,19.51,58.37,2023-09-04
RPH008,PM,16.1,58.37,2023-09-04
RPH009,AM,19.13,72.85,2023-09-04
RPH009,PM,20.26,72.85,2023-09-04
RPH010,AM,27.41,69.97,2023-09-04
RPH010,PM,24.52,69.97,2023-09-04
RPH011,AM,25.66,59.87,2023-09-04
RPH011,PM,25.48,59.87,2023-09-04
RPH012,AM,18.99,60.55,2023-09-04
RPH012,PM,17.64,60.55,2023-09-04
RPH013,AM,19.1,72.36,2023-09-04
RPH013,PM,18.71,72.36,2023-09-04
RPH014,AM,24.78,70.28,2023-09-04
RPH014,PM,20.86,70.28,2023-09-04
RPH015,AM,22.97,68.32,2023-09-04
RPH015,PM,23.77,68.32,2023-09-04
RPH001,AM,14.35,60.71,2023-09-11
RPH001,PM,13.83,60.71,2023-09-11
RPH002,AM,17.89,62.5,2023-09-11
RPH002,PM,15.71,62.5,2023-09-11
RPH003,AM,20.76,52.84,2023-09-11
RPH003,PM,15.54,52.84,2023-09-11
RPH004,AM,17.58,55.32,2023-09-11
RPH004,PM,19.33,55.32,2023-09-11
RPH005,AM,16.25,67.41,2023-09-11
RPH005,PM,17.29,67.41,2023-09-11
RPH006,AM,20.81,47.37,2023-09-11
RPH006,PM,17.32,47.37,2023-09-11
RPH007,AM,19.08,69.78,2023-09-11
RPH007,PM,17.25,69.78,2023-09-11
RPH008,AM,19.08,58.37,2023-09-11
RPH008,PM,14.9,58.37,2023-09-11
RPH009,AM,20.22,72.85,2023-09-11
RPH009,PM,19.27,72.85,2023-09-11
RPH010,AM,20.96,69.97,2023-09-11
RPH010,PM,20.91,69.97,2023-09-11
RPH011,AM,17.89,59.87,2023-09-11
RPH011,PM,14.66,59.87,2023-09-11
RPH012,AM,18.17,60.55,2023-09-11
RPH012,PM,11.08,60.55,2023-09-11
RPH013,AM,19.26,72.36,2023-09-11
RPH013,PM,19.46,72.36,2023-09-11
RPH014,AM,16.8,70.28,2023-09-11
RPH014,PM,16.07,70.28,2023-09-11
RPH015,AM,17.02,68.32,2023-09-11
RPH015,PM,14.41,68.32,2023-09-11
RPH001,AM,13.63,60.71,2023-09-18
RPH001,PM,10.96,60.71,2023-09-18
RPH002,AM,10.74,62.5,2023-09-18
RPH002,PM,9.25,62.5,2023-09-18
RPH003,AM,13.51,52.84,2023-09-18
RPH003,PM,11.13,52.84,2023-09-18
RPH004,AM,8.0,55.32,2023-09-18
RPH004,PM,9.73,55.32,2023-09-18
RPH005,AM,11.06,67.41,2023-09-18
RPH005,PM,11.46,67.41,2023-09-18
RPH006,AM,11.28,47.37,2023-09-18
RPH006,PM,8.61,47.37,2023-09-18
RPH007,AM,12.76,69.78,2023-09-18
RPH007,PM,12.92,69.78,2023-09-18
RPH008,AM,11.91,58.37,2023-09-18
RPH008,PM,9.59,58.37,2023-09-18
RPH009,AM,8.23,72.85,2023-09-18
RPH009,PM,11.85,72.85,2023-09-18
RPH010,AM,12.32,69.97,2023-09-18
RPH010,PM,10.17,69.97,2023-09-18
RPH011,AM,10.86,59.87,2023-09-18
RPH011,PM,11.35,59.87,2023-09-18
RPH012,AM,12.24,60.55,2023-09-18
RPH012,PM,10.82,60.55,2023-09-18
RPH013,AM,15.13,72.36,2023-09-18
RPH013,PM,11.78,72.36,2023-09-18
RPH014,AM,9.15,70.28,2023-09-18
RPH014,PM,10.48,70.28,2023-09-18
RPH015,AM,12.98,68.32,2023-09-18
RPH015,PM,9.85,68.32,2023-09-18
RPH001,AM,15.59,60.71,2023-09-25
RPH001,PM,15.64,60.71,2023-09-25
RPH002,AM,18.35,62.5,2023-09-25
RPH002,PM,15.6,62.5,2023-09-25
RPH003,AM,18.35,52.84,2023-09-25
RPH003,PM,13.86,52.84,2023-09-25
RPH004,AM,16.26,55.32,2023-09-25
RPH004,PM,13.13,55.32,2023-09-25
RPH005,AM,8.8,67.41,2023-09-25
RPH005,PM,11.38,67.41,2023-09-25
RPH006,AM,15.89,47.37,2023-09-25
RPH006,PM,13.04,47.37,2023-09-25
RPH007,AM,11.58,69.78,2023-09-25
RPH007,PM,13.42,69.78,2023-09-25
RPH008,AM,14.48,58.37,2023-09-25
RPH008,PM,11.78,58.37,2023-09-25
RPH009,AM,15.07,72.85,2023-09-25
RPH009,PM,11.17,72.85,2023-09-25
RPH010,AM,13.21,69.97,2023-09-25
RPH010,PM,11.14,69.97,2023-09-25
RPH011,AM,10.96,59.87,2023-09-25
RPH011,PM,10.62,59.87,2023-09-25
RPH012,AM,12.92,60.55,2023-09-25
RPH012,PM,11.51,60.55,2023-09-25
RPH013,AM,14.84,72.36,2023-09-25
RPH013,PM,14.13,72.36,2023-09-25
RPH014,AM,17.0,70.28,2023-09-25
RPH014,PM,12.69,70.28,2023-09-25
RPH015,AM,13.03,68.32,2023-09-25
RPH015,PM,12.18,68.32,2023-09-25
RPH001,AM,12.81,60.71,2023-10-02
RPH001,PM,8.0,60.71,2023-10-02
RPH002,AM,11.29,62.5,2023-10-02
RPH002,PM,10.87,62.5,2023-10-02
RPH003,AM,11.14,52.84,2023-10-02
RPH003,PM,11.1,52.84,2023-10-02
RPH004,AM,12.03,55.32,2023-10-02
RPH004,PM,9.4,55.32,2023-10-02
RPH005,AM,13.3,67.41,2023-10-02
RPH005,PM,10.81,67.41,2023-10-02
RPH006,AM,13.19,47.37,2023-10-02
RPH006,PM,12.24,47.37,2023-10-02
RPH007,AM,12.41,69.78,2023-10-02
